1,6767733260832950879,90,13,22-05-2022
2,6767733260832950879,1100,23,05-06-2022
3,6767733260832950879,460,17,20-07-2022
4,6767733260832950879,170,56,21-08-2022
5,3576049661406996,570,22,27-09-2022
6,3576049661406996,930,84,15-11-2022
7,3568688788664829,340,63,15-10-2021
8,3568688788664829,1000,43,08-07-2022
9,3553394739569566,700,27,24-01-2022
10,5610448283291799,190,1,02-02-2022
11,3553394739569566,880,4,12-03-2022
12,5610448283291799,820,71,19-03-2022
13,3553394739569566,670,56,10-08-2022
14,5100135658395506,50,66,14-06-2022
15,5100135658395506,690,7,26-07-2022
16,5100135658395506,730,69,23-10-2022
17,5100135658395506,290,27,09-11-2022
18,3532918720961576,60,55,20-08-2021
19,56022521221573505,1140,39,06-11-2021
20,56022521221573505,990,5,05-12-2021
21,56022521221573505,430,6,22-12-2021
22,3532918720961576,590,41,29-04-2022
23,3561986651645009,1320,11,15-12-2022
24,3550342781737824,120,21,22-10-2022
25,3550342781737824,880,44,20-11-2022
26,503846328185810252,60,48,17-06-2021
27,503846328185810252,250,49,28-06-2021
28,503846328185810252,320,18,30-06-2021
29,3536857301814422,320,53,20-08-2021
30,3560533611043155,1040,14,30-08-2021
31,3536857301814422,110,55,14-01-2022
32,3536857301814422,520,48,14-11-2022
33,3560851130210885,100,85,13-06-2022
34,3542083376979915,270,29,12-03-2022
35,3542083376979915,210,73,01-10-2022
36,3542083376979915,200,40,22-11-2022
37,30242870366251,10,5,26-04-2022
38,30242870366251,260,68,27-04-2022
39,30242870366251,380,42,28-04-2022
40,376208042078316,170,2,22-10-2021
41,376208042078316,70,30,03-09-2022
42,6771162572428662052,60,38,15-06-2022
43,6771162572428662052,1120,15,11-07-2022
44,6771162572428662052,310,35,17-09-2022
45,348550514742902,30,30,23-04-2021
46,50208359548162556,190,6,15-10-2021
47,50208359548162556,560,9,16-04-2022
48,348550514742902,10,80,27-08-2022
49,348550514742902,840,19,09-09-2022
50,50208359548162556,1150,64,26-09-2022
51,6759278077429969,60,46,25-06-2022
52,6759278077429969,140,4,09-09-2022
53,6759278077429969,40,46,15-11-2022
54,374288548540334,240,76,04-05-2022
55,374288548540334,590,27,26-08-2022
56,374288548540334,450,29,10-09-2022
57,374288548540334,500,50,08-11-2022
58,3536108128898077,110,70,26-05-2021
59,3536108128898077,560,9,06-04-2022
60,3536108128898077,440,14,18-08-2022
61,5602243364303971,160,48,26-04-2021
62,3558742752333580,130,3,10-10-2021
63,5602243364303971,490,35,05-12-2021
64,5602243364303971,740,11,12-12-2021
65,5602243364303971,360,44,15-03-2022
66,5602243364303971,210,30,12-06-2022
67,3568739207341372,160,54,26-04-2022
68,3568739207341372,500,38,14-06-2022
69,3568739207341372,160,67,15-07-2022
70,3568739207341372,460,71,12-10-2022
71,374288887183001,650,45,27-02-2022
72,374288887183001,640,83,25-04-2022
73,374288887183001,300,14,17-08-2022
74,0604041071005273611,240,59,15-04-2022
75,5269572745814429,350,85,11-01-2022
76,3579031528447311,610,61,16-03-2022
77,5602220335291444,260,32,20-05-2022
78,5602220335291444,1240,73,02-07-2022
79,5269572745814429,990,6,11-07-2022
80,5269572745814429,1120,26,14-07-2022
81,3579031528447311,1970,49,29-07-2022
82,3579031528447311,920,41,21-12-2022
83,3587009563414289,30,71,25-06-2022
84,5602251303356596,170,85,20-03-2022
85,67097230789751506,750,22,30-04-2022
86,67097230789751506,820,57,10-09-2022
87,5602251303356596,600,79,26-09-2022
88,67097230789751506,170,47,18-10-2022
89,201927261126404,30,41,18-04-2022
90,201927261126404,820,75,11-06-2022
91,201927261126404,940,72,27-07-2022
92,3575519605762101,580,73,23-08-2022
93,3575519605762101,810,20,10-09-2022
94,3574430646269877,150,37,12-09-2022
95,5146148763553915,10,37,07-12-2022
96,6370290067933537,760,27,25-08-2021
97,6370290067933537,370,76,31-05-2022
98,30083460908890,160,75,05-02-2022
99,30083460908890,270,31,19-03-2022
